"Cancer cells","Mature neurons","Myelinating Schwann cells","Neuroblasts","Neuroepithelial cells","Oligodendrocyte precursor cells","Radial glial cells"
28.827115867061,751.196406280121,7.7710668799351,8.46663664899541,38.3656330365518,13.8896318884217,70.0888387848785
235.35643965289,10.0785328718887,24.4535201240913,3.71466779292384,83.2741224619074,86.770194490352,304.887420851419
205.673821840963,28.2804177141783,21.4948458828621,14.4349033663812,59.6295391109028,44.7187812022243,232.774133039224
39.4288081903065,13.9289400288153,99.6906564121457,2.34799128616428,25.4954322806782,804.839048655979,260.941648204211
10.4996535056771,673.769143718193,7.24554360988107,2.89451588873621,16.9506550476599,12.0463278670828,30.2240590183943
7.88475976147673,2108.85908453752,2.88702562138668,43.2616921481074,11.2510667846672,12.8031635860554,42.5373862054254
14.6786930281951,1098.30983093639,18.690768288063,28.9095200888299,34.6317343827758,27.5972907038089,44.2971333799185
73.6940896477406,35.0025318543364,232.652240176073,32.2391234545262,395.892183391712,126.463232785723,238.601950619702
141.407376532992,12.0433168123989,265.685019058623,1.6580750020908,500.032754001501,134.336159913465,272.875707745062
37.808849194044,10.7201473393853,55.7364814922269,4.20911312517416,55.7264019615593,790.340811345106,194.166675240077
66.9628540357721,14.5462702394795,1.03280006584008,3.44937777322383,0.8574123295893,79.205828882127,280.76635189373
275.981353596929,118.961833234808,66.9517178879507,48.6903707282258,193.437571060147,311.968198080793,926.598122797069
68.2173367786099,35.1165047515109,138.087327686948,7.27526466399187,298.072594529744,124.697617458235,109.977672469502
83.7930478479273,25.4637536938524,95.2681059700501,11.3474739482564,271.752668109742,71.1125616933756,151.394311535869
214.78622243286,215.24201617241,4.92280602370547,253.094149474921,19.0106529597739,427.389044282345,1337.31156181372
540.774712368593,90.7420042468969,129.128856469022,15.7098903566864,128.846051588228,226.013746769078,639.154651897366
387.184048157515,5221.27974661345,228.837268429418,410.372860385356,601.081340084922,616.485627061958,1170.41653963834
635.407434981711,42.8034296878604,190.754969993838,12.6284914462187,183.48704598774,342.403768860989,906.551929828978
45.9734222096128,7.51295214212391,96.1320742437691,3.35576297761166,52.2887821078022,1196.4897287044,255.525613879113
29.5474578245003,5.99099546647879,84.9119148014914,0,241.04444311041,37.1940570952611,18.8829269794767
15.3613747995377,609.986928836984,1.52517050943087,0,8.36436968788667,11.3092976588083,35.371623339381
0.949933857744212,15.9204510721007,0.470942827540736,326.693730253317,13.5214166882523,22.6620034328956,17.6439041869044
44.543341735913,976.205520977922,27.7139304388561,97.4119776262062,88.0448802071898,77.5097179830051,124.578247403969
983.301070294436,73.147838246753,591.049222940301,24.8332974412609,1800.89229202398,1148.87528374996,2089.06722703673
164.878393715342,8.13752483216413,28.1766482533887,15.9248793990626,41.2362988476504,202.686500221259,555.00752933758
103.134395752753,51.4594160509561,162.293312088234,21.2356236781289,199.143473589699,1672.35633774103,716.455479650299
549.610999419575,14.6788681486455,216.43172145333,11.3317910795314,70.1096336060398,299.99007066598,708.628115444165
9.30957712556243,9.659795209621,34.0330368477824,1.7263398336817,9.0909664861067,525.940895648557,87.7436150715294
78.1424597247217,19.0849290692861,87.9013669865259,0.53084191527763,79.8523693595289,982.008931332891,257.507369331774
252.006514129998,321.759200258889,3.53883218083124,95.1129719266824,26.3778498413337,467.372764417908,1394.50265891482
126.627035235312,287.140105932689,147.274361496254,33.63383247927,199.69913260579,1684.68784354038,741.041769312286
13.431095619508,907.391730915964,8.7094535637296,3.12468908493128,13.3153876446907,28.1926311019741,52.4467226416012
272.393023207975,30.8468019446925,175.410980065094,2.67654399327608,516.70348408157,315.406168113883,343.772800194187
28.2930535994497,6.81223164433961,125.694699725633,2.69461134903975,18.856542150807,1210.25896075454,240.928192040712
425.989581140084,17.4792834005097,193.279839208353,4.54792436782186,106.278705333366,305.89237399705,677.528973109194
16.4607039472733,36.4676538652741,3.02777193555295,136.820364598206,0,47.0321818207647,128.270691254547
224.150204486224,348.529657733634,321.861441432321,46.6061383803405,169.253728280065,2364.92328283153,843.341028822582
33.0116063708344,39.5079530288997,185.899981803218,3.20266331295028,33.5602539053171,144.024475094078,304.16605408056
25.1166984375738,11.0227493760418,51.086562047373,0.864453665283541,177.713653800638,41.5888902048094,19.3144772879418
39.0608223521386,48.1992099905366,313.103216758649,9.6905318366337,60.0359250049682,172.44973189344,377.487199807943
295.68846679733,229.238065829664,402.986091529914,28.5332887292041,218.444624491981,2793.34391760618,1130.92141960888
25.8305986361305,3.38992643488453,31.2326861695836,0.864453665283541,357.67041447094,53.5442464516773,23.5594552502426
197.021984966813,76.4223682720677,200.613548677598,31.5376300566194,654.217993226328,283.948549223357,451.390096952806
22.5472471601788,945.763986708868,2.09867349097688,134.992818692099,6.12723041436104,55.3524277168206,138.294892888559
549.837793240558,7561.38566338537,236.030663994524,585.72283509904,843.449012855723,1320.01353747948,1996.10399361941
189.204064214169,16.6606802019809,32.7994830917524,52.3136999181659,249.918679722255,249.165373117927,1071.37420756075
45.7704016355455,26.4372003868157,5.80492316980521,251.994362576513,53.7488251801982,160.80681223374,292.85903521887
220.588904329999,10.1789264708106,39.5168889678784,1.96985240980211,64.7811100274141,116.518508564489,251.023264067939
14.9159076044334,0,112.677973514173,0,2.63014868573486,91.1881837897593,149.14059958978
